% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=967197, Tue Jul 23 09:46:04 2019
1 12 -0.022071968933889213 -0.00015083048468427242 8.302594899433827e-07 0.018252384315612585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.02865016467196841 -9.422638227239644e-05 0.00017144982577538238 0.02784753136947978 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.030340903481852113 -7.407725146107614e-05 0.000472690085430377 0.03024520929085827 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.03323560414236805 -7.088880150723965e-05 0.0007676647656986037 0.046765864677963974 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.044839619247651646 -9.610223658911636e-05 4.350729648405329e-05 0.04976811074900398 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.04529465948739508 -0.0019126131378154451 0.0004661567293176762 0.0482190980662478 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.04628626750197932 -7.900415672134499e-05 0.00023025747399949099 0.05690043492912256 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.055395290041088854 -0.0003532890220114605 5.9675935982665356e-05 0.06833745720499923 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.07170152321125665 -0.00010834197504785748 4.0887061321791425e-05 0.07550455522769113 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.06265759859915856 -6.631840829801871e-05 0.0004893834159577378 0.09461880444428362 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.08390061389747963 -0.00062376742718547 2.5563578336140167e-05 0.1054489982236091 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.09973326768196611 -0.0001826503674627981 7.221304017545198e-05 0.10880854258636906 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.10464941415165581 -0.00011146038917219631 3.8692879891267596e-05 0.10866546273736856 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.09467808009778038 -0.0003799934549399864 0.0006129880661460632 0.1159934721072926 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.10186021486705342 -0.00038666676065882675 0.0008929642155722493 0.10783466522364644 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.11022089119580654 -0.00037330079138735736 3.406597884953876e-05 0.10421462886963818 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.11499907863255078 -0.0011997986815649724 0.0007494842508527433 0.10375759943068369 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.11477019479198615 -0.0010632882602930383 0.0002852608039438025 0.10212849280746537 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.11873618979420007 -8.395368801755347e-05 0.0003248634054385972 0.10365219231329055 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.12393099116582265 -0.000333750542497761 0.00020537832402643186 0.10693667211981445 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.12320335104873054 -0.0007635283659786099 3.182487471612432e-05 0.12744898214117029 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.1365805299595706 -3.2740844861209396e-05 0.0010062816106367997 0.11999595736771636 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.13690270494768572 -0.00031866280227450317 0.0016047239547663053 0.11990814415905733 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.14765431794870218 -0.0008485396608497051 0.0011791646546926628 0.12222264298790517 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.14547574587827844 -4.193687227894974e-06 0.0014799593039718129 0.13582030991125502 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.15603476987045312 -0.000660630367570524 0.0012658053745117652 0.13555476651816709 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.16816863563986154 -5.829048299728102e-05 0.0001592646132393383 0.13646442443605775 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.16741523423530913 -0.0003417589058883498 0.0003282636151240241 0.13645511405198452 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.17628342179904852 -0.00015234494406147695 1.2713900769434428e-05 0.13436610100206 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
