% # columns="iter, evals, sigma, 0, fitness, xbest" seed=890858, Tue Jul 23 10:00:00 2019, <python>{}</python>
1 12 0.08949502760739357 0 0.08104002475738525 -0.04255864112544841 0.9093327834372994 0.04858157630479305 0.8454835163518921 0.04941704952648551 1.0410523116159263 0.032266573594629124 0.9525766487897738 0.12054254464895285 0.9918349670147781 0.12839146794986986 0.964115679888292 -0.145470676085622 0.9803974968010407 -0.043651169286689724 0.9026614582923227 0.014009749329171565 1.0734437474718204 -0.03490800211821465 0.9859239819633974
2 24 0.08244669405602337 0 0.06500820070505142 -0.08384914204275712 0.9869488962090727 -0.037663691135640255 1.056118304403984 0.09402668466277667 1.0268397104676819 -0.08281572813292508 1.0290057495053029 -0.08504775149731558 0.9996843732640014 -0.044317986781508945 0.9841453766144068 -0.033779039412835055 1.0789124027497006 -0.07050632755490037 0.8862460841357619 -0.03416286580205822 1.088967187948598 -0.0008116338929126388 1.1078355839541643
3 36 0.07658172052741705 0 0.07537095993757248 -0.030841247735123423 1.0700319817455326 -0.004946665520901519 1.000722508916293 0.04781236451975708 0.9663593099958955 -0.0028578021796248944 0.9738267537112121 -0.08029545692367347 1.0367698357430317 0.13808038882211512 1.084660584688976 -0.11071562108876801 1.067233410881995 -0.08705494272941003 0.9406069662227128 -0.0597166769402651 0.9591562497210459 0.09144402892770859 1.0835034873228375
4 48 0.07409337069111407 0 0.0891585573554039 -0.05963128405273957 0.9099259784823689 -0.11388407800956156 1.1334185263812606 0.009458991601467513 1.0819743414763419 0.11669160386578054 1.0247024877265645 -0.09956888623800896 1.0792626418690334 0.04352534822495664 1.1247139469174772 -0.07421405263745823 0.9972454604012381 0.04418989741245613 1.1595487643718623 -0.09276433046157345 1.2026866674790664 0.01765028019113325 1.1642242439199444
5 60 0.07090879509359446 0 0.06945629417896271 -0.10783331018085315 0.8792808145412297 -0.0974060942315695 1.042256457477419 0.06829878934769604 1.0839302716775923 0.03875332687457722 0.9660334554126212 0.0031496210852222928 0.9706889271416728 0.07309202826553099 1.1295309849151636 -0.06618985843543536 1.046925570109447 -0.0025628096202423636 1.0294676249906238 -0.06352907135282879 1.1000067669099556 -0.06575113036781176 1.095977216826485
6 72 0.06766740763239391 0 0.061676692217588425 -0.06724409700968183 1.0654808191978329 -0.09194669425516448 1.1681493498308384 -0.03916163017168538 1.283069796435186 -0.009402117430351568 0.9124365631092528 -0.06499317433169122 0.9499234534214158 -0.029943236197111957 1.0302524333520635 -0.035383697294445626 1.0208494581309673 -0.04055466019765329 1.0120117829322752 0.011305880932721446 1.0548798026048496 0.0009416657645336972 1.0239748134787878
7 84 0.06413636269887975 0 0.061165545135736465 -0.09282594138990408 1.0338837302655077 -0.026951239237364644 1.1435441275992266 -0.050797186090687715 1.0953858701823664 0.095711849815064 0.9093660469189443 0.002647039787178486 1.0249717420150695 0.06264120847498385 1.072453651631287 -0.00577907736962089 0.998393506942134 -0.02497694852482266 1.0196474149918604 0.0450124948881871 1.159892155113293 -0.03242885251241226 1.1355884103686507
8 96 0.060286851055342795 0 0.057242121547460556 0.015924504272687046 0.8924820729030213 -0.05512837852964468 1.0066749490179845 0.010385331442700886 1.040005163309585 -0.04331107458631505 0.9913313242502555 -0.00242208423325321 0.9705143862276138 0.09031511844428289 1.0981597950370825 0.025008477448893795 1.033068478993238 0.04831139243716924 1.0054714839286825 0.09898884245241259 0.8944714800310786 -0.037096091960689415 1.0321453897752904
9 108 0.058632381563470524 0 0.0594940222799778 -0.0709673832082008 0.8937325694321111 -0.059951962888335625 0.9713003417320148 -0.0929404591260588 1.1715336481102077 0.0010630369468387496 0.871997705502747 0.06634353931696685 1.0134080576566766 -0.03234675512976212 0.9870645578359887 0.07799470612900576 1.0651317290088846 0.008948952784637799 0.982248805192231 -0.04761846174832643 0.9984052699678462 -0.05771725711650329 1.0200650092828956
10 120 0.05931164929300517 0 0.0504179410636425 0.04224919478252938 0.8562705732647101 -0.04220899826409942 0.926830596844137 -0.07380746315067631 1.2886610154660711 0.005513693069995822 0.8888927142160571 0.05298702437756052 0.9784948330489603 0.06536203077418073 1.0690453964826168 0.09451094160006937 1.0314844725417767 0.06415459386600231 1.0188682547066117 0.0021315702646112888 1.0208647644011706 -0.01735398217006774 0.9776888804905599
